dataset,seed,n_samples,group,S1,S1_conf,ST,ST_conf
2013,100,64,Arrival Calendar,0.13595730929679614,0.13861481949451157,0.08951586599101498,0.09759516086264143
2013,100,64,Arrival Distribution,-0.01976080089556983,0.04765585332763864,0.04339272100153248,0.026445728763224405
2013,100,64,Resource Calendars,0.8396483835549676,0.4497688889564066,0.9720156106557244,0.3855345413657376
2013,100,64,Resource Numbers,1.436844710606627e-17,3.349146648661494e-17,7.972361097299198e-31,1.6275125266690026e-30
2013,100,64,Tasks and Resources Distributions,5.182904501081442e-17,7.820032216839006e-17,1.453630274287016e-30,1.9806400498152973e-30
2013,200,64,Arrival Calendar,0.12949189616253293,0.09933127807806315,0.11425630960777669,0.07096707457486197
2013,200,64,Arrival Distribution,-0.03675796367714632,0.06595575558089997,0.07304978706451182,0.052029494355817725
2013,200,64,Resource Calendars,0.8835823474765967,0.4117432066864328,0.9252171737572669,0.26163447751868935
2013,200,64,Resource Numbers,0.0,0.0,0.0,0.0
2013,200,64,Tasks and Resources Distributions,0.0,0.0,0.0,0.0
2013,300,64,Arrival Calendar,0.04707298906548655,0.061149265654371635,0.1289995301174717,0.1284285464461737
2013,300,64,Arrival Distribution,-0.07353684453681679,0.07727381402870849,0.08466636829698394,0.07855893421789344
2013,300,64,Resource Calendars,0.8557735914545004,0.3770008295848202,0.8979024221946985,0.4068503249868194
2013,300,64,Resource Numbers,-2.6927105195979603e-17,1.3761414873486563e-16,1.0560470068717459e-30,1.643272120112185e-30
2013,300,64,Tasks and Resources Distributions,-3.099439316052236e-17,6.880296726165935e-17,7.033407740921835e-31,1.5613124607095576e-30
