dataset,seed,n_samples,group,ST,ST_conf
2012,100,64,Arrival Calendar,0.1014592352673738,0.1022387490579969
2012,100,64,Arrival Distribution,0.48876755812953615,0.39081806061197355
2012,100,64,Resource Calendars,0.9709236407226559,0.5842912698283429
2012,100,64,Resource Numbers,0.4328911934521417,0.2809625641886394
2012,100,64,Tasks and Resources Distributions,0.11714435024296517,0.09091791036578427
2012,200,64,Arrival Calendar,0.1492651701932075,0.17382380306978198
2012,200,64,Arrival Distribution,0.5727552481083639,0.30034806046856305
2012,200,64,Resource Calendars,0.7433031783400034,0.4903464333809313
2012,200,64,Resource Numbers,0.46496560379939167,0.30432824514980505
2012,200,64,Tasks and Resources Distributions,0.23205775002434817,0.270996448904115
2012,300,64,Arrival Calendar,0.1473776134212932,0.23051465784703665
2012,300,64,Arrival Distribution,0.35273679188046037,0.2225366751179757
2012,300,64,Resource Calendars,0.5912345467827378,0.380710238206879
2012,300,64,Resource Numbers,0.12811393540616836,0.12933744385859738
2012,300,64,Tasks and Resources Distributions,0.2836243780405714,0.278005405945248
