dataset,seed,n_samples,name,mu_star,mu_star_conf
2012,100,128,Arrival Calendar,73900.75477168497,57406.78554738999
2012,100,128,Arrival Distribution,125252.32304290934,68553.78672170245
2012,100,128,Resource Calendars,424647.6908496624,411372.9730779377
2012,100,128,Resource Numbers,87998.0566672036,39721.44200031024
2012,100,128,Tasks and Resources Distributions,91732.97173156537,49289.90290297986
2012,100,256,Arrival Calendar,71334.41682092604,32777.88904388151
2012,100,256,Arrival Distribution,276395.1894736664,147033.26474172366
2012,100,256,Resource Calendars,426615.2577397738,299614.3886958964
2012,100,256,Resource Numbers,272410.089492757,207895.73941877126
2012,100,256,Tasks and Resources Distributions,245555.08956957964,178179.28215048462
2012,100,512,Arrival Calendar,72845.67588092686,22341.021370650113
2012,100,512,Arrival Distribution,224625.67651828218,95279.56487722958
2012,100,512,Resource Calendars,336770.5083447573,173111.8757052423
2012,100,512,Resource Numbers,250969.3148876981,136641.39356629312
2012,100,512,Tasks and Resources Distributions,194165.24692805484,105828.97273870221
2012,100,64,Arrival Calendar,58912.66022328796,46135.596272244235
2012,100,64,Arrival Distribution,172686.35894558154,119752.8186579598
2012,100,64,Resource Calendars,429808.4639756544,615510.3748148278
2012,100,64,Resource Numbers,124383.24742887534,84322.80463062944
2012,100,64,Tasks and Resources Distributions,144583.7444210074,105663.12986817623
2012,200,128,Arrival Calendar,53343.44574453878,17812.77760266747
2012,200,128,Arrival Distribution,175563.36209107013,61214.524570161935
2012,200,128,Resource Calendars,418216.12817805767,307663.7090634044
2012,200,128,Resource Numbers,459081.0687094267,578033.1470764864
2012,200,128,Tasks and Resources Distributions,290446.51267904235,337468.10191396874
2012,200,256,Arrival Calendar,41796.877303636,8446.340614195351
2012,200,256,Arrival Distribution,188728.89190946773,63038.53129972245
2012,200,256,Resource Calendars,273939.3929000891,186827.50383432634
2012,200,256,Resource Numbers,387953.7820371718,285054.7293701613
2012,200,256,Tasks and Resources Distributions,165216.90698708172,184356.6847572555
2012,200,512,Arrival Calendar,66495.32920219227,20055.490472738784
2012,200,512,Arrival Distribution,237151.22163793934,87398.89722925676
2012,200,512,Resource Calendars,254467.35958923292,105448.99922873857
2012,200,512,Resource Numbers,267645.6404807061,146992.03757839525
2012,200,512,Tasks and Resources Distributions,238303.53260238512,144424.82656677315
2012,200,64,Arrival Calendar,50784.305920773084,17898.370874151526
2012,200,64,Arrival Distribution,116757.89758590794,53699.583368873195
2012,200,64,Resource Calendars,225588.25313738696,184142.9847043142
2012,200,64,Resource Numbers,465828.83429309377,684944.2974736756
2012,200,64,Tasks and Resources Distributions,502849.87086944754,672297.1690132867
2012,300,128,Arrival Calendar,57014.06529776298,24527.92254543429
2012,300,128,Arrival Distribution,164291.27188477723,66926.707015654
2012,300,128,Resource Calendars,172138.34054327538,53295.021146890926
2012,300,128,Resource Numbers,631476.0003357177,532973.3078305591
2012,300,128,Tasks and Resources Distributions,346375.2767363749,373257.1335326622
2012,300,256,Arrival Calendar,83256.28347570897,50570.92009097876
2012,300,256,Arrival Distribution,220236.4160514987,91592.42777680856
2012,300,256,Resource Calendars,174160.52796460057,58181.34971685093
2012,300,256,Resource Numbers,378306.85310103983,310592.8565221109
2012,300,256,Tasks and Resources Distributions,266996.3145572992,189124.52234836904
2012,300,512,Arrival Calendar,73615.76707092684,33851.36663575796
2012,300,512,Arrival Distribution,192986.89142956227,50298.96437832034
2012,300,512,Resource Calendars,182004.37755855685,45587.51507718974
2012,300,512,Resource Numbers,282380.4032712152,164415.8301129644
2012,300,512,Tasks and Resources Distributions,270827.1669502271,140373.20317748748
2012,300,64,Arrival Calendar,60899.63196926759,33269.184273349565
2012,300,64,Arrival Distribution,191953.48160503604,124632.85880956915
2012,300,64,Resource Calendars,178949.02314131137,72924.1531259953
2012,300,64,Resource Numbers,1129564.019497776,1204310.0181827515
2012,300,64,Tasks and Resources Distributions,219628.38670592758,200757.037879353
