dataset,seed,n_samples,name,mu_star,mu_star_conf
production,200,32,Resource Calendar ID4355,2609228.4883849816,1353299.2849197183
production,200,32,Resource Calendar ID4385,2099103.6568884677,984757.5439005163
production,200,32,Resource Calendar ID4429,2581452.659955245,1114070.778495158
production,200,32,Resource Calendar ID4442,1715464.0669761838,927722.0961091974
production,200,32,Resource Calendar ID4445,4736613.29299906,1410293.250618391
production,200,32,Resource Calendar ID4491,1104369.1597395095,578521.0532618032
production,200,32,Resource Calendar ID4493,73576109.21813245,39961587.13163652
production,200,32,Resource Calendar ID4528,5535513.971716987,2672378.2502273945
production,200,32,Resource Calendar ID4529,2299459.654665478,1137691.9249617516
production,200,32,Resource Calendar ID4618,1926127.164744009,1029663.455072135
production,200,32,Resource Calendar ID4622,2338777.13004538,1241905.7856182444
production,200,32,Resource Calendar ID4641,2455493.1177435657,1012312.6991075757
production,200,32,Resource Calendar ID4718,1984953.6101223587,930079.471245933
production,200,32,Resource Calendar ID4783,1552675.8490148473,780856.9353114283
production,200,32,Resource Calendar ID4794,2019770.1406738413,871662.7814029731
production,200,32,Resource Calendar ID4799,1756145.624716488,702296.6699534568
production,200,32,Resource Calendar ID4820,2303692.157817438,1283536.3422834955
production,200,32,Resource Calendar ID4851,2286120.7677360633,1506940.1011148037
production,200,32,Resource Calendar ID4872,2353361.3979036342,1021285.6390660922
production,200,32,Resource Calendar ID4873,1678102.7885947663,715760.0730470238
production,200,32,Resource Calendar ID4882,1907447.8934929937,1104259.9857981042
production,200,32,Resource Calendar ID4890,1765976.858542435,998009.9325316576
production,200,32,Resource Calendar ID4932,1629884.3459170451,699745.1211098385
production,200,32,Resource Calendar ID4955,1573202.8617275716,801516.2655798871
production,200,32,Resource Calendar Start,2772649.5845962632,1662791.3297699888
production,300,32,Resource Calendar End,2784250.649713404,1640391.830035616
production,300,32,Resource Calendar ID0420,1376164.126372325,863634.4882183286
production,300,32,Resource Calendar ID0937,4575566.502759873,2170647.765013958
production,300,32,Resource Calendar ID0997,3884816.711093434,1446224.0332405644
production,300,32,Resource Calendar ID0998,2222204.4303280124,1380000.2304368275
production,300,32,Resource Calendar ID3641,1864993.8190553891,781373.4620370491
production,300,32,Resource Calendar ID3716,2176677.48831611,783124.6950049016
production,300,32,Resource Calendar ID3718,2929246.4364328813,1876028.9136797744
production,300,32,Resource Calendar ID3846,1391253.194672743,916090.8750473947
production,300,32,Resource Calendar ID3854,2373578.8876958652,1253843.7786026471
production,300,32,Resource Calendar ID3998,2574462.441836245,1334837.1784049314
production,300,32,Resource Calendar ID4109,2155580.0795461773,1152109.022891254
production,300,32,Resource Calendar ID4132,3059634.054988628,1904931.400066105
production,300,32,Resource Calendar ID4140,2271862.4734714134,1313061.569093837
production,300,32,Resource Calendar ID4142,2342444.3679481037,933021.7546447505
production,300,32,Resource Calendar ID4160,3622851.5892635086,1723677.7687220376
production,300,32,Resource Calendar ID4162,2560635.211148342,1225793.0819580595
production,300,32,Resource Calendar ID4163,2382444.492789584,1383184.9634990594
production,300,32,Resource Calendar ID4167,2442595.6344575747,1379764.491290384
production,300,32,Resource Calendar ID4219,2238311.034162309,990239.2529718258
production,300,32,Resource Calendar ID4287,2469315.7409798494,1173947.830831473
production,300,32,Resource Calendar ID4291,2817803.488021607,1800658.6802383198
production,300,32,Resource Calendar ID4326,1660820.4067275643,829608.7949911356
production,300,32,Resource Calendar ID4355,1939937.972694204,1199632.2452234374
production,300,32,Resource Calendar ID4385,1971793.8954889416,1259590.764367263
production,300,32,Resource Calendar ID4429,2125965.9971063277,906112.5953051168
production,300,32,Resource Calendar ID4442,2933715.263295597,1439523.7360507823
production,300,32,Resource Calendar ID4445,4662591.705129403,1645991.3247974247
production,300,32,Resource Calendar ID4491,1930592.9552436909,1167273.3421346142
production,300,32,Resource Calendar ID4493,95669753.32172434,37511741.25375505
production,300,32,Resource Calendar ID4528,2425524.8816576675,769901.7963200117
production,300,32,Resource Calendar ID4529,2225190.6312556975,1223742.8839591339
production,300,32,Resource Calendar ID4618,2981739.28381096,1646019.795951211
production,300,32,Resource Calendar ID4622,3204600.4111760133,1770627.4456132404
production,300,32,Resource Calendar ID4641,2850259.798844841,1255590.537240513
production,300,32,Resource Calendar ID4718,2522006.765449815,1109399.7992831639
production,300,32,Resource Calendar ID4783,2330491.2727136305,1518414.0213009731
production,300,32,Resource Calendar ID4794,2418133.3201643797,1300966.5250730368
production,300,32,Resource Calendar ID4799,2973568.2839055364,1831394.9695074772
production,300,32,Resource Calendar ID4820,1992386.9870475007,972641.4481022615
production,300,32,Resource Calendar ID4851,2429010.9339377508,1206874.100219387
production,300,32,Resource Calendar ID4872,3072212.4494124814,1398198.5815523264
production,300,32,Resource Calendar ID4873,2803068.9303551777,1571674.1460274493
production,300,32,Resource Calendar ID4882,1516068.4264786353,712498.894505099
production,300,32,Resource Calendar ID4890,2285380.372175002,1168427.7674534214
production,300,32,Resource Calendar ID4932,2212676.198563223,1472554.3842624358
production,300,32,Resource Calendar ID4955,2335124.490815301,1498418.1599482286
production,300,32,Resource Calendar Start,3641985.217455514,1760132.0891096059
production,100,64,Resource Calendar End,2433520.1682305387,870400.7839805954
production,100,64,Resource Calendar ID0420,2568785.5678562857,1126020.1836863447
production,100,64,Resource Calendar ID0937,1665353.6359124712,628970.845272009
production,100,64,Resource Calendar ID0997,4937499.185038389,1745496.2370642417
production,100,64,Resource Calendar ID0998,3107854.5149127133,1151532.2147941503
production,100,64,Resource Calendar ID3641,2739606.448895462,998818.8338544805
production,100,64,Resource Calendar ID3716,2858950.3834839687,1028190.4187612742
production,100,64,Resource Calendar ID3718,2446858.298140422,878743.9298207235
production,100,64,Resource Calendar ID3846,2943877.3790210974,1340601.9709941486
production,100,64,Resource Calendar ID3854,2498157.0632954133,708111.3752923304
production,100,64,Resource Calendar ID3998,2512813.5064709405,795718.3026266708
production,100,64,Resource Calendar ID4109,2882647.102327489,1125927.812280674
production,100,64,Resource Calendar ID4132,1693695.518389539,556273.2136336709
production,100,64,Resource Calendar ID4140,2990188.1116940724,998982.5012478045
production,100,64,Resource Calendar ID4142,2857675.9907705304,1016117.7979719493
production,100,64,Resource Calendar ID4160,1603067.2375584964,505303.90239025134
production,100,64,Resource Calendar ID4162,2479992.32107929,929453.8773871678
production,100,64,Resource Calendar ID4163,2418879.6328946324,1018381.0789745388
production,100,64,Resource Calendar ID4167,2336672.8950390876,706163.0198436042
production,100,64,Resource Calendar ID4219,2818590.7095335317,1279697.5116371957
production,100,64,Resource Calendar ID4287,2795417.6441307277,1086685.0595399016
production,100,64,Resource Calendar ID4291,2022727.4146584733,714969.4839680854
production,100,64,Resource Calendar ID4326,2712554.1660544877,738641.9122310478
production,100,64,Resource Calendar ID4355,2510831.758603317,943735.0805079117
production,100,64,Resource Calendar ID4385,2887007.9186987616,998697.7999485657
production,100,64,Resource Calendar ID4429,2856655.1519930735,871437.1027708558
production,100,64,Resource Calendar ID4442,2356949.396227858,757394.9302235624
production,100,64,Resource Calendar ID4445,5376316.13715945,1452892.9412663225
production,100,64,Resource Calendar ID4491,2436452.9156004917,925465.2062873997
production,100,64,Resource Calendar ID4493,83872551.98192984,25216372.442201868
production,100,64,Resource Calendar ID4528,2760430.546467294,769239.455210858
production,100,64,Resource Calendar ID4529,2658146.3926046905,995246.7797210302
production,100,64,Resource Calendar ID4618,2636533.4854300916,1248700.1678404403
production,100,64,Resource Calendar ID4622,2370186.165336182,874851.9119030666
production,100,64,Resource Calendar ID4641,2542094.81089588,865935.8709735353
production,100,64,Resource Calendar ID4718,2226649.1160008963,749683.8684843776
production,100,64,Resource Calendar ID4783,2581291.8824823606,823173.8427500508
production,100,64,Resource Calendar ID4794,2410269.7386926534,893930.152531563
production,100,64,Resource Calendar ID4799,2544257.2475409755,860702.0756874295
production,100,64,Resource Calendar ID4820,2258880.0370769305,1081491.3145421043
production,100,64,Resource Calendar ID4851,2568895.8813135615,746851.3329950639
production,100,64,Resource Calendar ID4872,2875316.5533534484,1170883.2107741793
production,100,64,Resource Calendar ID4873,2463069.113401376,858524.9735643486
production,100,64,Resource Calendar ID4882,2058342.339881506,758515.482884549
production,100,64,Resource Calendar ID4890,2458141.6351995748,1166092.350652189
production,100,64,Resource Calendar ID4932,2285257.4073702516,772315.044107545
production,100,64,Resource Calendar ID4955,2470862.5920968344,805931.6041256639
production,100,64,Resource Calendar Start,2636949.961968616,893101.2975993552
production,200,64,Resource Calendar End,2691175.360326244,1021522.8207690414
production,200,64,Resource Calendar ID0420,2327646.7535201255,901495.8689738115
production,200,64,Resource Calendar ID0937,2439117.9811278475,985770.7524508889
production,200,64,Resource Calendar ID0997,4386348.094393526,1141696.6796286448
production,200,64,Resource Calendar ID0998,2354635.290082173,972602.5492779504
production,200,64,Resource Calendar ID3641,2437781.917839958,750773.6952890166
production,200,64,Resource Calendar ID3716,2971571.6667741546,1216149.3869465909
production,200,64,Resource Calendar ID3718,2353225.7185767908,787051.002094661
production,200,64,Resource Calendar ID3846,2368309.625757642,708987.5533043887
production,200,64,Resource Calendar ID3854,2658724.3114532386,908068.9159704077
production,200,64,Resource Calendar ID3998,2978250.5758077563,1100132.1049790306
production,200,64,Resource Calendar ID4109,2346575.372248688,857807.8871859506
production,200,64,Resource Calendar ID4132,2160500.7128670714,804392.701921474
production,200,64,Resource Calendar ID4140,2555303.5806994084,1104843.1368862693
production,200,64,Resource Calendar ID4142,2664217.5090807895,973633.5572363994
production,200,64,Resource Calendar ID4160,2470716.7435239004,859362.0416043991
production,200,64,Resource Calendar ID4162,2166312.272893793,791983.6906568102
production,200,64,Resource Calendar ID4163,2308785.989559129,840536.3773894304
production,200,64,Resource Calendar ID4167,2078910.7727071398,658044.9980617946
production,200,64,Resource Calendar ID4219,3144980.3516018502,1303348.3845016959
production,200,64,Resource Calendar ID4287,2998090.1244959324,1274759.4916260522
production,200,64,Resource Calendar ID4291,2305711.298901488,1064758.0768819624
production,200,64,Resource Calendar ID4326,2156511.252581783,725909.866071103
production,200,64,Resource Calendar ID4355,2869347.714432274,1007741.424180176
production,200,64,Resource Calendar ID4385,2257084.540890417,842344.6896060942
production,200,64,Resource Calendar ID4429,2103346.2435261454,691115.2516525708
production,200,64,Resource Calendar ID4442,2431023.722307565,1105722.9985029644
production,200,64,Resource Calendar ID4445,5333521.196318402,1220408.1262976625
production,200,64,Resource Calendar ID4491,2272537.939723233,1057450.3384977288
production,200,64,Resource Calendar ID4493,78074651.53237608,25683060.83947074
production,200,64,Resource Calendar ID4528,3334049.5639451863,1070176.9893180092
production,200,64,Resource Calendar ID4529,1696081.00480272,601812.248612692
production,200,64,Resource Calendar ID4618,2851147.195431817,1801279.3744741653
production,200,64,Resource Calendar ID4622,2263046.38255471,865799.5593865827
production,200,64,Resource Calendar ID4641,1660069.322787261,458498.7299242461
production,200,64,Resource Calendar ID4718,2221502.5164746298,886425.716929541
production,200,64,Resource Calendar ID4783,2115509.6090402333,714726.5134275187
production,200,64,Resource Calendar ID4794,2375488.4796596826,876732.8376160996
production,200,64,Resource Calendar ID4799,2056334.322656041,709646.2632263304
production,200,64,Resource Calendar ID4820,2104003.738039113,867900.600003308
production,200,64,Resource Calendar ID4851,2362375.7954605506,641772.3574789435
production,200,64,Resource Calendar ID4872,2191103.083702533,963892.9235498935
production,200,64,Resource Calendar ID4873,2341819.1976831746,831158.472662006
production,200,64,Resource Calendar ID4882,2307449.54671418,773462.9867734343
production,200,64,Resource Calendar ID4890,2069909.8479544288,854901.781824121
production,200,64,Resource Calendar ID4932,2458107.1698462176,926930.0407772893
production,200,64,Resource Calendar ID4955,1608589.8776292612,511127.077504608
production,200,64,Resource Calendar Start,2693625.9570975467,938776.6440029559
production,300,64,Resource Calendar End,2170136.1205693143,908670.9584171531
production,300,64,Resource Calendar ID0420,2063208.7245548845,677180.5451024047
production,300,64,Resource Calendar ID0937,2840435.3975303215,932686.3950441905
production,300,64,Resource Calendar ID0997,3621120.900380396,914973.1239083363
production,300,64,Resource Calendar ID0998,3018238.1953230035,1503640.8357944393
production,300,64,Resource Calendar ID3641,2057914.0938565363,881141.253292974
production,300,64,Resource Calendar ID3716,1977226.647650519,852958.3129024002
production,300,64,Resource Calendar ID3718,2213720.1961683347,942380.9742018067
production,300,64,Resource Calendar ID3846,1819299.8346674915,566533.0946799511
production,300,64,Resource Calendar ID3854,1921010.9166028416,807522.8174431921
production,300,64,Resource Calendar ID3998,2454555.2338805194,894358.9555628591
production,300,64,Resource Calendar ID4109,2794534.148713875,1234309.5442406947
production,300,64,Resource Calendar ID4132,2118978.6527411793,729291.9814827887
