dataset,seed,n_samples,group,S1,S1_conf,ST,ST_conf
2013,100,1024,Arrival Calendar,0.0249215382103132,0.021172289134135124,0.05911880995552191,0.011319283689827934
2013,100,1024,Arrival Distribution,-0.0016088765824962268,0.027012021183772286,0.08602873389307192,0.011889460521078183
2013,100,1024,Resource Calendars,0.4373827951706456,0.10554241843192179,0.477609163239161,0.08249622365174991
2013,100,1024,Resource Numbers,0.07178828594921909,0.025819446232300244,0.1028362871717479,0.01879486415921737
2013,100,1024,Tasks and Resources Distributions,0.33117392352737984,0.05558147027171554,0.34349215379437853,0.04593127344614686
2013,200,1024,Arrival Calendar,0.029725789354990827,0.021435465036277673,0.06018861137071888,0.011925390621043724
2013,200,1024,Arrival Distribution,0.016255856551524804,0.02657185985151943,0.08729442839312049,0.01078058230446862
2013,200,1024,Resource Calendars,0.4640052986629902,0.09419421006344587,0.5342884768113335,0.08576669004693707
2013,200,1024,Resource Numbers,0.08755657005962936,0.02771136015371742,0.10738690718914337,0.01920848051848896
2013,200,1024,Tasks and Resources Distributions,0.3328446250152796,0.061198417160611515,0.3569252669395664,0.04905482617407514
2013,300,1024,Arrival Calendar,0.00589064721660877,0.022230531626638798,0.05845676173682008,0.013287656149769862
2013,300,1024,Arrival Distribution,0.02804858079016468,0.028457559984467213,0.08329424155453836,0.010912328615704613
2013,300,1024,Resource Calendars,0.43903892425402613,0.0876439319170368,0.5031630206242111,0.0706286489729137
2013,300,1024,Resource Numbers,0.08731715487553765,0.02862557060541342,0.10509454087835861,0.017607209382212045
2013,300,1024,Tasks and Resources Distributions,0.3230127173445464,0.05065049236058913,0.34754303829146554,0.039889473785969375
2013,100,2048,Arrival Calendar,0.02591563284690838,0.01712696457918944,0.0623815374799046,0.008670184012961034
2013,100,2048,Arrival Distribution,0.007150622686848681,0.020058799012629833,0.08818350351807167,0.01078550066150611
2013,100,2048,Resource Calendars,0.4589240578890663,0.060459811744634745,0.5078022962453398,0.05232025872303737
2013,100,2048,Resource Numbers,0.07888785969120128,0.019013105814863453,0.10610687588519321,0.01253705362444566
2013,100,2048,Tasks and Resources Distributions,0.3327987946397583,0.04748324027933709,0.34618574910575634,0.028556366028894525
2013,200,2048,Arrival Calendar,0.020381842070558927,0.015563790750102561,0.061669157546219766,0.01041912673160004
2013,200,2048,Arrival Distribution,0.018071316535076428,0.019202681097052532,0.08799822716414085,0.009860105069953396
2013,200,2048,Resource Calendars,0.463511222156325,0.06807868188369469,0.5273398746290603,0.0485264089023474
2013,200,2048,Resource Numbers,0.08574775680879114,0.021256771825742204,0.10621954952270309,0.011890945278328787
2013,200,2048,Tasks and Resources Distributions,0.3213360035820409,0.04206938331352089,0.34599133518129566,0.02908728225422588
2013,300,2048,Arrival Calendar,0.023178646683201763,0.01452079335852808,0.05724458341112246,0.010441193424881085
2013,300,2048,Arrival Distribution,0.03334819359587417,0.02035123338450817,0.08480694206505605,0.009698311773482612
2013,300,2048,Resource Calendars,0.45888253298718795,0.05521924298187523,0.5057173648338942,0.04561211803801457
2013,300,2048,Resource Numbers,0.08421068134422519,0.020881997606083825,0.10816149921611863,0.014760860735929941
2013,300,2048,Tasks and Resources Distributions,0.33098432382072823,0.040886344212960314,0.35255844388501206,0.02962128667812823
2013,100,512,Arrival Calendar,0.01980588659249626,0.03258320367237667,0.06852813439433546,0.022949031236040536
2013,100,512,Arrival Distribution,-0.01405457852793917,0.04385275275168694,0.08923072318681442,0.016874686918349792
2013,100,512,Resource Calendars,0.4209695708792735,0.1362008857795649,0.48855188571579516,0.11402354473488754
2013,100,512,Resource Numbers,0.08929877677370938,0.0394496276235126,0.10320151305327872,0.023289005674747697
2013,100,512,Tasks and Resources Distributions,0.3461414091133213,0.07678014674658712,0.3440238899712571,0.06152379494569216
2013,200,512,Arrival Calendar,0.03334503105181512,0.029241355729696716,0.057697024094170955,0.013836963577803346
2013,200,512,Arrival Distribution,0.012126714336665909,0.04152301551345605,0.08863071618209092,0.01913081643682362
2013,200,512,Resource Calendars,0.4662904138745219,0.12244892058828738,0.5019641687235652,0.09727405637895616
2013,200,512,Resource Numbers,0.08888091349508455,0.04732847810961748,0.10536526588967128,0.02574566156423684
2013,200,512,Tasks and Resources Distributions,0.3242329398807889,0.07375524592718143,0.3524721126857868,0.06704049652908586
2013,300,512,Arrival Calendar,0.007490880051750178,0.02730502742557024,0.061531173157921504,0.01809637348534377
2013,300,512,Arrival Distribution,0.022021119447110934,0.04277133884003609,0.08498102077334313,0.020876140279220787
2013,300,512,Resource Calendars,0.39735619769565717,0.08598234281653155,0.4621647905305093,0.09710904776206947
2013,300,512,Resource Numbers,0.08194897984132239,0.04124295079422877,0.10807921616263602,0.024086783776911872
2013,300,512,Tasks and Resources Distributions,0.32112740800687173,0.07119177419588289,0.3434096319799505,0.053645464421154816
