group,kpi_avg_ct,kpi_deviation,kpi_direction,kpi_rank,cc_overall_rank,sa_sobol_rank,sa_morris_rank,cc_NGD,cc_CFLD,cc_AED,cc_CED,cc_RED,cc_CAR,cc_CTD,cc_CWD
RC,813074.6,370808.3,up,2,3,2,2,0.03276777002664568,0.19359691857201017,782.2092337595155,1.4247157637224743,213.98059886908877,632.0478666666667,103.02553333333334,1.5341053344129334
AD,471499.8,29233.5,up,4,2,6,4,0.03765088748386829,0.19444678201406068,4350.044957252618,0.11181817104391155,30.509157580200355,4369.7006,9.979799999999996,0.09488294104205389
RN,4130686.3,3688420.0,up,1,1,3,1,0.04385703965650291,0.19451876822461026,3770.586974061538,0.23230717854000157,3766.175429475469,457.6258,1028.8300000000002,0.15489265409671477
TR,335137.6,107128.7,down,3,5,4,3,0.058498445978870994,0.19787571577693655,696.9098902879115,0.3670069316756905,76.06753669824937,509.4454666666667,29.758199999999995,0.22143750907885487
AC,456209.3,13943.0,up,5,4,5,5,0.04554789286173781,0.1963445390965636,775.9335690395785,0.09944908131695551,25.128310706195244,614.6702666666666,7.560599999999982,0.09413537176066296
