dataset,seed,n_samples,name,mu_star,mu_star_conf
2013,100,128,Arrival Calendar,68540.93649806168,13763.042685336904
2013,100,128,Arrival Distribution,42141.26279159056,9449.469500349049
2013,100,128,Resource Calendars,165053.33384430327,30227.456888426004
2013,100,128,Resource Numbers,4.168517383125922e-12,8.128775856626787e-12
2013,100,128,Tasks and Resources Distributions,0.12500000000869704,0.2200142299997344
2013,200,128,Arrival Calendar,98852.58523867979,19356.089968632805
2013,200,128,Arrival Distribution,44112.30412092423,10623.855565483567
2013,200,128,Resource Calendars,140979.52789248707,31310.59305737614
2013,200,128,Resource Numbers,0.37500000003480716,0.688012776431135
2013,200,128,Tasks and Resources Distributions,3.472185502081023e-11,3.176373643258591e-11
2013,300,128,Arrival Calendar,87850.89261123238,18376.960708207098
2013,300,128,Arrival Distribution,46908.77935514463,12398.307524179087
2013,300,128,Resource Calendars,190901.48235246772,35038.62179671022
2013,300,128,Resource Numbers,4.263256414560602e-11,3.574256356730021e-11
2013,300,128,Tasks and Resources Distributions,5.22012063205087e-11,4.1819272160287043e-11
2013,100,256,Arrival Calendar,72788.39316962,9075.691571211666
2013,100,256,Arrival Distribution,49164.88971950841,9383.852295997493
2013,100,256,Resource Calendars,169656.28467013442,20905.63049521972
2013,100,256,Resource Numbers,2.382686640582203e-11,1.981749469315821e-11
2013,100,256,Tasks and Resources Distributions,1.3358203432289885e-11,1.4472539936786813e-11
2013,200,256,Arrival Calendar,89285.14441406571,11408.918583837765
2013,200,256,Arrival Distribution,41499.2551399578,7806.267918366556
2013,200,256,Resource Calendars,138024.04792820648,19140.89721665481
2013,200,256,Resource Numbers,2.6076918402395677e-11,1.8114572187278507e-11
2013,200,256,Tasks and Resources Distributions,1.7384612268263787e-11,1.5451881799567833e-11
2013,300,256,Arrival Calendar,78582.38089415089,11051.33938295652
2013,300,256,Arrival Distribution,48107.22453844586,7552.547467121578
2013,300,256,Resource Calendars,171013.33827351735,21925.470209630035
2013,300,256,Resource Numbers,5.798028723802417e-11,2.610313109718013e-11
2013,300,256,Tasks and Resources Distributions,4.834059078954548e-11,2.8722420486842613e-11
2013,100,512,Arrival Calendar,67517.70305940973,5557.201292782919
2013,100,512,Arrival Distribution,44346.55152980457,5990.269678989727
2013,100,512,Resource Calendars,165508.04562043428,16049.475762876016
2013,100,512,Resource Numbers,1.9374131928392067e-11,1.1595542216731776e-11
2013,100,512,Tasks and Resources Distributions,1.5039821240255456e-11,9.854570553840333e-12
2013,200,512,Arrival Calendar,89029.82908434943,7600.862755008589
2013,200,512,Arrival Distribution,42195.34184925082,6176.571270570547
2013,200,512,Resource Calendars,144106.1068725519,16107.396181638376
2013,200,512,Resource Numbers,2.1766292472117734e-11,1.334035227566399e-11
2013,200,512,Tasks and Resources Distributions,0.09375000002284158,0.13048833218246117
2013,300,512,Arrival Calendar,74950.77393406845,6748.1035243339065
2013,300,512,Arrival Distribution,45418.227685400234,5690.186834816144
2013,300,512,Resource Calendars,163022.38757931712,13621.469362010306
2013,300,512,Resource Numbers,0.24218750003486877,0.47465480322289877
2013,300,512,Tasks and Resources Distributions,3.82982534574694e-11,1.7791091201226383e-11
2013,100,64,Arrival Calendar,67574.44966416822,18388.161475363882
2013,100,64,Arrival Distribution,44849.909072111885,17149.60609179686
2013,100,64,Resource Calendars,168158.08137414508,45478.73596299194
2013,100,64,Resource Numbers,5.210646728907402e-11,5.247073720825036e-11
2013,100,64,Tasks and Resources Distributions,1.8189894035458565e-11,3.208638347288886e-11
2013,200,64,Arrival Calendar,114820.78249721015,36898.89958509951
2013,200,64,Arrival Distribution,25485.76817466931,9043.165191446114
2013,200,64,Resource Calendars,121998.25057638869,35915.356750906816
2013,200,64,Resource Numbers,8.697043085703628e-11,8.784052291935853e-11
2013,200,64,Tasks and Resources Distributions,6.963318810448982e-11,6.769988665757009e-11
2013,300,64,Arrival Calendar,93250.39568120535,24847.503148874614
2013,300,64,Arrival Distribution,55983.1883348747,17742.515082227455
2013,300,64,Resource Calendars,181886.724263629,47885.380097378744
2013,300,64,Resource Numbers,1.5916157281026244e-11,3.4578561445947946e-11
2013,300,64,Tasks and Resources Distributions,3.5621875819439694e-11,4.1495005459847724e-11
