group,kpi_avg_ct,kpi_deviation,kpi_direction,kpi_rank,cc_overall_rank,sa_sobol_rank,sa_morris_rank,cc_NGD,cc_CFLD,cc_AED,cc_CED,cc_RED,cc_CAR,cc_CTD,cc_CWD
RC,172853.5,20658.3,up,4,3,1,2,0.016589592897335366,0.031042278536368862,9.41941749963977,1.3187673740281562,3.4494732142752143,6.7035333333333345,6.82126666666659,1.2903792212412126
AD,127769.5,24425.7,down,3,1,4,4,0.012795871305675855,0.03011752360599769,54.41233797262879,0.8359146916746609,3.308276065249466,50.90833333333333,7.1739333333333315,0.8705967076400596
RN,117411.5,34783.7,down,1,5,3,3,0.014952116961096608,0.03268450878324794,5.365049070958643,0.10948753735619227,2.0605537741238256,4.7027333333333345,10.236199999999977,0.1043815736182126
TR,119006.6,33188.6,down,2,4,2,1,0.01252270811338215,0.029381742187830948,7.5650113525841896,0.15942053442927986,2.9137521171365126,5.570533333333329,9.795600000000006,0.13764246354510565
AC,167271.7,15076.5,up,5,2,5,5,0.014215594661711293,0.03340653488517772,35.624666996304576,3.5396012536398347,2.9912630740054382,33.8658,4.947133333333318,3.4368635625355535
