dataset,seed,n_samples,group,S1,S1_conf,ST,ST_conf
production,100,64,Arrival Calendar,-0.019590370708407516,1.11734981946438,1.6283927236631281,23.215435748898944
production,100,64,Arrival Distribution,0.025735375505963217,0.08001763874233354,0.20641558277714162,0.1376999733426137
production,100,64,Resource Calendars,0.2038255775511601,4.389765548064696,2.384593059911486,45.242950598539146
production,100,64,Resource Numbers,-0.07182906846154885,0.17386631804054054,2.5397749957739904,2.180135850569739
production,100,64,Tasks and Resources Distributions,-0.02040919957723644,0.04596359446135867,0.2013848256279609,0.17353504902538788
production,200,64,Arrival Calendar,0.0009783535056712047,0.057639657199569455,0.009451650545670801,0.16113980695146496
production,200,64,Arrival Distribution,0.0016472704120500438,0.06967475092485939,0.009831472658582857,0.16081861063611086
production,200,64,Resource Calendars,0.22508450539342742,0.5029040874214076,0.09618081410704368,1.0053567389405784
production,200,64,Resource Numbers,-0.0026928254267440917,0.11059380490694512,0.05311650665989283,0.7705466012335187
production,200,64,Tasks and Resources Distributions,-0.00900127701170118,0.1561439244577667,0.09463762454584264,1.6552705808507373
production,300,64,Arrival Calendar,0.0041455242281004225,0.32774046530459783,2.175465120044764,3.7483809266877706
production,300,64,Arrival Distribution,-0.06952624361316062,0.13908167497783208,0.4462532418351246,0.6915730357115558
production,300,64,Resource Calendars,0.7871302314643364,0.4397172737797525,0.8935457690972423,0.31178167244109506
production,300,64,Resource Numbers,0.08534301960389126,0.081027454739838,0.09053231420855223,0.08297161260770929
production,300,64,Tasks and Resources Distributions,0.02893369560219124,0.07598761128106908,0.1803201134422027,0.27936760751066697
