dataset,seed,n_samples,group,S1,S1_conf
2017,100,64,Arrival Calendar,0.16176194911655317,0.12025079178016522
2017,100,64,Arrival Distribution,-0.01734681066459463,0.10201368716544783
2017,100,64,Resource Calendars,0.8042722357325097,0.31369090343739386
2017,100,64,Resource Numbers,0.03877553038832225,0.07459090312871151
2017,100,64,Tasks and Resources Distributions,0.013159222030593333,0.02419895474384819
2017,200,64,Arrival Calendar,0.18461417341944808,0.13558271850026068
2017,200,64,Arrival Distribution,0.00020104153294027497,0.10046541534260543
2017,200,64,Resource Calendars,0.9945767767047842,0.514965963379033
2017,200,64,Resource Numbers,0.026631659596963578,0.046931461588028765
2017,200,64,Tasks and Resources Distributions,0.0024814912775152076,0.010658313063261784
2017,300,64,Arrival Calendar,0.10582413887330616,0.12923312523813985
2017,300,64,Arrival Distribution,0.03898835294960522,0.1054883563186337
2017,300,64,Resource Calendars,0.7259051283331719,0.29983819395997885
2017,300,64,Resource Numbers,0.0011816766537879513,0.06104404778163336
2017,300,64,Tasks and Resources Distributions,0.005725715561728051,0.038029217925341786
