dataset,seed,n_samples,group,ST,ST_conf
2017,100,64,Arrival Calendar,0.21271823671405685,0.2461304226856919
2017,100,64,Arrival Distribution,0.11625943654211443,0.06619620951810817
2017,100,64,Resource Calendars,0.9046643577984095,0.3020513943332564
2017,100,64,Resource Numbers,0.0551830618269952,0.036031795060738905
2017,100,64,Tasks and Resources Distributions,0.01850404552960306,0.013428151075126711
2017,200,64,Arrival Calendar,0.10774602030710582,0.08923772329814435
2017,200,64,Arrival Distribution,0.14881180605857988,0.18286106770313998
2017,200,64,Resource Calendars,1.0238014671264646,0.3894544750515005
2017,200,64,Resource Numbers,0.018251980132669765,0.016872500335408026
2017,200,64,Tasks and Resources Distributions,0.007064010581347639,0.007970697773929811
2017,300,64,Arrival Calendar,0.15373490945367296,0.10685078572239944
2017,300,64,Arrival Distribution,0.1571724165066796,0.11472424791557717
2017,300,64,Resource Calendars,1.0942079628590382,0.48571830130797916
2017,300,64,Resource Numbers,0.04195455796943768,0.03040127514528199
2017,300,64,Tasks and Resources Distributions,0.02232475343443411,0.02520696013997313
