dataset,seed,n_samples,group,S1,S1_conf
2017,100,64,Arrival Calendar,0.161052313437761,0.1117282809304433
2017,100,64,Arrival Distribution,0.0002158000142260669,0.10524824831279969
2017,100,64,Resource Calendars,0.7826520878756581,0.31666567398360557
2017,100,64,Resource Numbers,0.04903647484176518,0.07627743205108539
2017,100,64,Tasks and Resources Distributions,0.03512732084715448,0.0399915925240086
2017,200,64,Arrival Calendar,0.18128829734770946,0.12802041303727685
2017,200,64,Arrival Distribution,0.0115575178569507,0.11168805479009372
2017,200,64,Resource Calendars,0.9687547579561431,0.5204774574187814
2017,200,64,Resource Numbers,0.023909151117421607,0.04863020798410293
2017,200,64,Tasks and Resources Distributions,-0.0005373626885321312,0.027590141802365666
2017,300,64,Arrival Calendar,0.11523123138416913,0.1327426845521519
2017,300,64,Arrival Distribution,0.0528549199786116,0.10560659842361995
2017,300,64,Resource Calendars,0.6959854171165943,0.29944376176448767
2017,300,64,Resource Numbers,0.010543363295694146,0.061754158827901966
2017,300,64,Tasks and Resources Distributions,0.010740343881161647,0.06338701980473861
